Date,Open,High,Low,Close,Adj Close,Volume
2/1/2001,25.4,25.504999,24.85,25.120001,21.529205,942430
2/2/2001,25.059999,25.360001,24.85,25.225,21.619192,842630
2/5/2001,25.200001,27.24,25.1,26.4,22.626234,5280470
2/6/2001,26.299999,26.5,25.705,25.950001,22.240557,1023200
2/7/2001,26,26.35,25,25.129999,21.537771,1144160
2/8/2001,25.18,25.9,25,25.83,22.137711,1247210
2/9/2001,25.99,27.9,25.99,27.215,23.324726,7995520
2/12/2001,27.290001,27.389999,26.1,26.25,22.497669,2201030
2/13/2001,26.299999,26.549999,25.75,25.92,22.214844,1811010
2/14/2001,26,26.57,25.690001,26.450001,22.669086,2641060
2/15/2001,26.6,26.6,26,26.115,22.381969,939480
2/16/2001,26.395,26.995001,25.219999,25.379999,21.752031,2238980
2/19/2001,26.1,26.379999,25.35,25.68,22.009151,1789610
2/20/2001,25.6,25.75,25.01,25.08,21.494919,1442670
2/21/2001,25.379999,25.4,23.9,25.030001,21.452068,2118770
2/22/2001,25.01,25.6,24.93,25.15,21.554914,2367740
2/23/2001,25.295,25.299999,24.4,24.74,21.203524,2697660
2/26/2001,24.700001,25.1,24.004999,25,21.426353,828380
2/27/2001,25,25.200001,24.709999,25.040001,21.460638,1553190
2/28/2001,26.5,26.9,25,25.655001,21.987724,4403910
3/1/2001,26.200001,27.469999,25.91,26.495001,22.707653,3344000
3/2/2001,26.9,27.200001,26.33,26.459999,22.677652,3084400
3/5/2001,26.299999,26.700001,25.514999,25.725,22.047718,2081400
3/6/2001,25.725,25.725,25.725,25.725,22.047718,0
3/7/2001,25.6,26,25.01,25.74,22.060572,1216350
3/8/2001,25.6,26.4,25.6,26.225,22.476244,904970
3/9/2001,25.799999,25.799999,25.004999,25.264999,21.653479,1428380
3/12/2001,25.1,25.299999,24.905001,25.02,21.443495,915420
3/13/2001,24.905001,24.905001,21.055,22.115,18.953753,2514890
3/14/2001,22,24.799999,22,24.389999,20.903549,1474340
3/15/2001,24.985001,24.985001,23.504999,24.235001,20.77071,1714080
3/16/2001,24.004999,24.5,22.4,23.25,19.926506,1107510
3/19/2001,22.6,23.700001,22.4,23.485001,20.12792,457270
3/20/2001,23.41,23.5,22.725,22.945,19.665106,699820
3/21/2001,22.6,24.200001,22.6,23.615,20.239336,961000
3/22/2001,23.65,23.75,23.120001,23.280001,19.952225,236250
3/23/2001,23.25,23.5,22.5,22.955,19.673676,361790
3/26/2001,22.299999,23.1,22.299999,22.745001,19.493692,171770
3/27/2001,22.799999,22.995001,22.605,22.719999,19.472271,1190700
3/28/2001,22.91,23.389999,22.799999,22.865,19.596544,305000
3/29/2001,22.889999,23.1,22.799999,22.950001,19.66939,1180950
3/30/2001,22.9,23.1,22.605,22.834999,19.570831,618990
4/2/2001,22.620001,22.620001,21.5,22.315001,19.125162,807420
4/3/2001,22.110001,22.6,21.91,22.504999,19.288006,861860
4/4/2001,22.26,22.695,22.014999,22.594999,19.365141,317990
4/5/2001,22.594999,22.594999,22.594999,22.594999,19.365141,0
4/6/2001,22.5,23.049999,22.5,22.790001,19.532261,450700
4/9/2001,22.709999,22.725,22.200001,22.540001,19.318005,518500
4/10/2001,22.549999,22.790001,22.5,22.6,19.369423,866330
4/11/2001,22.559999,23.25,22.5,23.055,19.759384,934170
4/12/2001,22.805,23.5,22.41,23.139999,19.832233,1045200
4/13/2001,23.139999,23.139999,23.139999,23.139999,19.832233,0
4/16/2001,23.495001,24.190001,22.9,23.565001,20.196484,981290
4/17/2001,23.6,24.799999,23.5,24.575001,21.062109,1308550
4/18/2001,24.700001,24.99,24.299999,24.525,21.019255,1129190
4/19/2001,24.6,25,23.6,23.959999,20.535023,2337880
4/20/2001,24.5,24.5,23.504999,24.365,21.057899,1533010
4/23/2001,24.299999,24.49,24.125,24.334999,21.031967,613220
4/24/2001,24.014999,24.18,23.615,23.780001,20.552303,1292290
4/25/2001,23.700001,23.9,23.605,23.719999,20.500446,272450
4/26/2001,23.84,23.995001,23.625,23.790001,20.560947,219590
4/27/2001,23.549999,23.6,22,23.245001,20.089926,515720
4/30/2001,22.6,23.59,22.6,23.040001,19.912746,662570
5/1/2001,23.040001,23.040001,23.040001,23.040001,19.912746,0
5/2/2001,22.049999,23.790001,22.049999,23.6,20.396734,559900
5/3/2001,23.9,24,23.02,23.334999,20.167704,439790
5/4/2001,23.475,23.475,23.115,23.219999,20.068314,498260
5/7/2001,23.395,23.799999,23.205,23.745001,20.522057,594670
5/8/2001,23.6,23.700001,23.209999,23.299999,20.137455,424900
5/9/2001,23.450001,24,23.1,23.76,20.535021,731860
5/10/2001,24,24.469999,23.545,23.639999,20.431311,1072710
5/11/2001,23.799999,23.799999,23.299999,23.365,20.193628,301810
5/14/2001,23.700001,24.1,23.25,23.73,20.509094,785360
5/15/2001,23.209999,24.290001,22.6,24.075001,20.807266,729540
5/16/2001,24.1,24.41,23.4,23.565001,20.366484,1240010
5/17/2001,23.975,24.344999,23.205,23.440001,20.258451,1273200
5/18/2001,23.799999,24,23.41,23.559999,20.362165,844600
5/21/2001,24,24.389999,23.305,23.719999,20.500446,1623140
5/22/2001,23.865,24.27,23.5,23.58,20.379448,885930
5/23/2001,23.9,23.9,23.68,23.735001,20.513411,653970
5/24/2001,23.83,23.889999,23.549999,23.639999,20.431311,187940
5/25/2001,23.73,23.73,23,23.075001,19.942997,1245800
5/28/2001,23,23.5,22.950001,23.434999,20.254133,967180
5/29/2001,23.4,23.6,23.200001,23.51,20.318953,1416770
5/30/2001,23.5,23.545,22.809999,23.014999,19.891138,1798320
5/31/2001,23.139999,23.139999,22.754999,22.99,19.869534,779600
6/1/2001,23.139999,23.200001,22.915001,23.049999,19.921389,404770
6/4/2001,23.15,23.315001,22.93,23.23,20.076952,813220
6/5/2001,23,23.299999,23,23.190001,20.042385,812070
6/6/2001,23.299999,23.469999,23.25,23.41,20.232527,461990
6/7/2001,23.299999,23.299999,22.75,23.004999,19.882492,1242010
6/8/2001,23.1,23.25,22.85,23.15,20.007814,1119380
6/11/2001,23.049999,23.190001,22.799999,23.065001,19.934353,376020
6/12/2001,23.1,23.1,22,22.780001,19.688038,760620
6/13/2001,22.85,22.9,22.51,22.73,19.644823,745740
6/14/2001,22.790001,22.790001,21.610001,21.780001,18.823769,1108360
6/15/2001,21.605,21.99,20.4,21.42,18.512634,1837180
6/18/2001,21.5,21.5,19.709999,19.844999,17.151411,1320600
6/19/2001,20,20.85,19.9,20.424999,17.652679,3052820
6/20/2001,20.690001,21.4,20.58,21.325001,18.430531,1295570
6/21/2001,21.49,22.4,21.49,22.084999,19.087368,1289070
6/22/2001,22.01,22.65,21.75,21.885,18.914518,1064250
6/25/2001,21.85,21.9,20.965,21.09,18.227425,680470
6/26/2001,20.9,21.795,20.799999,21.594999,18.663879,772430
6/27/2001,21.450001,21.700001,21.299999,21.35,18.452129,545630
6/28/2001,21.42,21.620001,21.299999,21.525,18.603374,294030
6/29/2001,21.5,21.59,20.785,20.959999,18.115065,764000
7/2/2001,21.4,21.450001,21.200001,21.264999,18.37867,186560
7/3/2001,21.190001,21.4,20.655001,20.715,17.90332,7004640
7/4/2001,20.795,20.795,19.955,20.254999,17.505754,524490
7/5/2001,20.5,20.549999,20.200001,20.379999,17.613794,403490
7/6/2001,20.209999,20.58,20.209999,20.4,17.631075,141170
7/9/2001,20.1,20.6,20,20.475,17.695898,107910
7/10/2001,20.700001,20.9,20.309999,20.799999,17.97678,213370
7/11/2001,20.9,21.200001,20.9,21.1,18.236061,255400
7/12/2001,21.125,21.700001,21.004999,21.545,18.620665,425620
7/13/2001,21.799999,22.225,21.5,21.66,18.720053,624010
7/16/2001,21.799999,22.275,21.799999,21.9,18.927475,2428040
7/17/2001,22.030001,22.25,22.004999,22.110001,19.108976,300050
7/18/2001,22.004999,22.9,22.004999,22.725,19.640499,703550
7/19/2001,22.4,22.690001,22.200001,22.434999,19.389862,580130
7/20/2001,22.6,22.700001,22.465,22.5,19.446037,1156620
7/23/2001,22.389999,22.389999,21.815001,21.915001,18.940443,10420
7/24/2001,21.780001,22.790001,21.504999,22.690001,19.610252,726680
7/25/2001,22.575001,23.290001,22.504999,23.18,20.033741,1261570
7/26/2001,22.450001,23.190001,22.450001,22.934999,19.821995,2222010
7/27/2001,23,23.4,22.809999,23.24,20.0856,1631120
7/30/2001,22.93,23.344999,22.93,23.23,20.076952,539990
7/31/2001,23.295,23.58,23.129999,23.42,20.241167,1281690
8/1/2001,23.75,23.75,23.004999,23.635,20.426987,602550
8/2/2001,24,24.1,23.299999,23.35,20.180666,343220
8/3/2001,23.49,23.75,22.905001,23.15,20.007814,891050
8/6/2001,22.809999,23.475,22.799999,23.385,20.21092,345830
8/7/2001,23.105,23.379999,23.055,23.200001,20.051031,224940
8/8/2001,22.709999,23.645,22.709999,23.51,20.318953,859250
8/9/2001,23.155001,23.4,22.620001,22.790001,19.696676,349570
8/10/2001,23.120001,23.389999,22.924999,23,19.878174,438560
8/13/2001,22.809999,23.15,22.809999,23.075001,19.942997,245470
8/14/2001,23.105,23.290001,23.1,23.174999,20.029417,385400
8/15/2001,23.174999,23.174999,23.174999,23.174999,20.029417,0
8/16/2001,23.190001,23.344999,23.190001,23.299999,20.137455,366370
8/17/2001,23.49,24.094999,23.49,23.93,20.68195,1016650
8/20/2001,23.549999,23.700001,23.200001,23.52,20.327595,491020
8/21/2001,23.5,23.700001,23.355,23.51,20.318953,170380
8/22/2001,23.51,23.51,23.51,23.51,20.318953,0
8/23/2001,23.4,23.549999,23,23.51,20.318953,213870
8/24/2001,23.5,23.620001,23.309999,23.584999,20.383772,1532120
8/27/2001,23.605,23.66,23.450001,23.49,20.301666,271410
8/28/2001,23.6,23.6,23.4,23.5,20.310308,829950
8/29/2001,23.43,23.594999,23.375,23.545,20.349203,404120
8/30/2001,23.9,23.9,23.35,23.485001,20.297344,471430
8/31/2001,23.6,23.9,23.344999,23.655001,20.444269,536780
9/3/2001,23.799999,23.799999,23.1,23.495001,20.305984,329800
9/4/2001,23.59,23.889999,23.115,23.205,20.055346,541930
9/5/2001,23.5,23.594999,23.15,23.5,20.310308,453140
9/6/2001,23.530001,23.790001,23.405001,23.5,20.310308,871710
9/7/2001,23.1,23.799999,23.1,23.209999,20.059671,372950
9/10/2001,23.625,23.625,23.1,23.305,20.141777,171000
9/11/2001,23.205,23.575001,23.205,23.455,20.27142,534460
9/12/2001,22.5,22.889999,21.6,22.004999,19.018227,718730
9/13/2001,22.205,22.58,21.6,21.955,18.975014,624300
9/14/2001,21.65,21.889999,20.135,20.385,17.618114,1593180
9/17/2001,20.5,20.5,18.41,19.280001,16.663095,1768810
9/18/2001,19.6,21.200001,18.51,20.610001,17.812572,1460670
9/19/2001,20.629999,21.629999,19.825001,21.344999,18.447807,1544580
9/20/2001,21.295,21.870001,20.6,21.66,18.720053,1023600
9/21/2001,20.825001,21.4,20.4,21.280001,18.391634,985810
9/24/2001,21.014999,21.25,20,20.24,17.492796,1833860
9/25/2001,20.6,21.9,20.5,20.834999,18.007032,610790
9/26/2001,20.870001,21.594999,20.200001,21.475,18.560163,1255620
9/27/2001,21.5,21.75,20.625,21.465,18.551521,804790
9/28/2001,21.25,21.9,21.25,21.709999,18.763268,439160
10/1/2001,21.65,21.77,20.85,20.975,18.128036,1124980
10/2/2001,20.975,20.975,20.975,20.975,18.128036,0
10/3/2001,21.004999,21.6,20.91,21.084999,18.223101,961310
10/4/2001,21.125,21.35,21.035,21.209999,18.331137,1034310
10/5/2001,21.209999,21.559999,21.1,21.415001,18.50831,269540
10/8/2001,21,21.525,19.5,21.450001,18.538563,378710
10/9/2001,21.450001,21.549999,21.35,21.395,18.491024,251460
10/10/2001,21.4,21.674999,21.275,21.594999,18.663879,193220
10/11/2001,21.700001,22.200001,21.700001,22.049999,19.057117,664920
10/12/2001,22.5,23.5,22.5,23.325001,20.159063,1783340
10/15/2001,23.299999,23.299999,22.549999,22.790001,19.696676,335000
10/16/2001,22.895,22.959999,22.52,22.715,19.631861,154190
10/17/2001,22.605,22.92,22.325001,22.525,19.467648,676610
10/18/2001,22.215,22.795,22.200001,22.424999,19.381224,544210
10/19/2001,22.309999,22.5,22.235001,22.424999,19.381224,581950
10/22/2001,23,23.799999,22.115,22.32,19.290472,1368530
10/23/2001,22.5,23.200001,21.834999,22.48,19.428761,1364310
10/24/2001,22.52,22.73,22.455,22.525,19.467648,706930
10/25/2001,22.5,22.58,22.004999,22.174999,19.165154,1152630
10/26/2001,22.174999,22.174999,22.174999,22.174999,19.165154,0
10/29/2001,22.35,22.4,21.645,21.9,18.927475,1277050
10/30/2001,21.610001,21.895,21.610001,21.799999,18.841053,699590
10/31/2001,21.6,21.875,21.6,21.77,18.815126,716430
11/1/2001,21.799999,21.85,21.629999,21.785,18.828085,973000
11/2/2001,22,22.34,21.85,22.215,19.199722,852680
11/5/2001,22,22.200001,22,22.125,19.121941,805010
11/6/2001,22.15,22.190001,21.690001,21.775,18.819445,1313020
11/7/2001,23.139999,23.139999,21.725,21.945,18.966375,554360
11/8/2001,21.875,21.9,21.52,21.83,18.866982,516800
11/9/2001,21.9,22.030001,21.805,21.93,18.953407,2291740
11/12/2001,21.85,22,21.795,21.965,18.983658,597430
11/13/2001,21.9,22,21.799999,21.945,18.966375,863430
11/14/2001,22.09,22.450001,22.01,22.16,19.152189,163700
11/15/2001,22.4,22.4,21.9,22.07,19.074408,1220140
11/16/2001,22.07,22.07,22.07,22.07,19.074408,0
11/19/2001,22.5,22.5,22,22.209999,19.195402,2328030
11/20/2001,22.469999,22.549999,22.205,22.48,19.428761,1073670
11/21/2001,22.4,22.700001,22.4,22.465,19.415789,1459200
11/22/2001,22.6,22.6,22.25,22.299999,19.273188,881180
11/23/2001,22.4,22.57,22.280001,22.514999,19.459005,697010
11/26/2001,22.700001,22.99,22.440001,22.700001,19.618896,645600
11/27/2001,22.605,22.975,22.299999,22.805,19.709644,2180300
11/28/2001,23.200001,23.299999,22.110001,22.455,19.407154,1819640
11/29/2001,22.875,22.875,21.625,22.215,19.199722,2782200
11/30/2001,22.215,22.215,22.215,22.215,19.199722,0
12/3/2001,22.1,22.6,21.799999,22.450001,19.40283,1825450
12/4/2001,22.200001,22.5,22.105,22.344999,19.312077,454790
12/5/2001,22.700001,22.700001,22.129999,22.280001,19.255903,599990
12/6/2001,22.5,22.870001,22.325001,22.695,19.614574,806640
12/7/2001,22.799999,23.6,22.655001,23.415001,20.236849,1824240
12/10/2001,23,23.459999,22.799999,23.215,20.063992,878360
12/11/2001,23,23,22.110001,22.48,19.428761,1914040
12/12/2001,22.52,22.754999,22.299999,22.469999,19.420115,460450
12/13/2001,22.450001,23.49,21.9,23.075001,19.942997,865370
12/14/2001,22.799999,22.799999,22.25,22.48,19.428761,471780
12/17/2001,22.48,22.48,22.48,22.48,19.428761,0
12/18/2001,22.4,22.450001,22,22.125,19.121941,1037990
12/19/2001,22.01,22.299999,21.85,21.985001,19.000946,918080
12/20/2001,21.950001,22.485001,21.65,22.245001,19.225651,941110
12/21/2001,22,22.690001,22,22.375,19.338005,899440
12/24/2001,21.799999,22.08,21.4,21.98,18.996622,315470
12/25/2001,21.98,21.98,21.98,21.98,18.996622,0
12/26/2001,21.91,22.299999,21.91,22.055,19.061443,521530
12/27/2001,21.969999,22.299999,21.9,22.125,19.121941,448080
12/28/2001,22.09,22.174999,21.809999,22.09,19.09169,579710
12/31/2001,21.955,22.799999,21.945,22.559999,19.4979,379480
1/1/2002,22.799999,23,22.275,22.504999,19.450359,586410
1/2/2002,22.4,22.575001,22.299999,22.5,19.446037,621090
1/3/2002,22.5,22.795,22.219999,22.625,19.554075,495820
1/4/2002,22.5,22.799999,22.35,22.395,19.355295,213310
1/7/2002,22.4,22.635,22.155001,22.395,19.355295,812730
1/8/2002,22.5,22.5,22.004999,22.275,19.251581,589010
1/9/2002,22.15,22.5,22.15,22.434999,19.389862,433750
1/10/2002,22.5,22.65,22.200001,22.555,19.493574,706690
1/11/2002,22.59,23.15,22.4,22.635,19.562716,821870
1/14/2002,22.65,23.700001,22.65,23.370001,20.197958,1185580
1/15/2002,23.4,25.4,23.200001,23.985001,20.729481,2207830
1/16/2002,24.799999,24.9,22.9,23.09,19.955957,632500
1/17/2002,22.965,23.5,22.700001,23.305,20.141777,638360
1/18/2002,23.35,23.889999,23.35,23.73,20.509094,659840
1/21/2002,23.799999,24.299999,23.424999,23.895,20.651693,546300
1/22/2002,23.895,24.200001,23.700001,24.07,20.802944,535540
1/23/2002,24.1,24.299999,24.01,24.25,20.958509,531970
1/24/2002,24.25,24.375,23.309999,23.495001,20.305984,301650
1/25/2002,23.5,23.5,22.809999,22.915001,19.804716,254360
1/28/2002,22.610001,23.195,22.610001,22.98,19.860886,107480
1/29/2002,23.049999,23.094999,22.559999,22.66,19.584322,260460
1/30/2002,22.799999,22.799999,22.4,22.48,19.428761,565710
1/31/2002,22.42,22.700001,22.01,22.469999,19.420115,465950
2/1/2002,22.6,22.6,22.365,22.48,19.428761,136680
2/4/2002,22.6,22.790001,22.4,22.514999,19.459005,402320
2/5/2002,22.4,22.695,22,22.27,19.247259,2196750
2/6/2002,22.254999,22.895,22.215,22.52,19.463326,1709750
2/7/2002,22.51,23.200001,22.440001,22.665001,19.588648,667290
2/8/2002,22.775,22.799999,22,22.504999,19.450359,1624880
2/11/2002,22.695,23,22.605,22.875,19.770136,300730
2/12/2002,23.07,23.4,22.959999,23.09,19.955957,416370
2/13/2002,23.15,23.200001,22.705,22.99,19.869534,312740
2/14/2002,22.85,23.200001,22.705,22.834999,19.735567,540110
2/15/2002,23,23.700001,22.9,23.355,20.18499,1977900
2/18/2002,24.469999,25.49,23.9,24.844999,21.472752,2988460
2/19/2002,24.85,24.98,23.5,23.52,20.327595,982780
2/20/2002,23.5,24.5,23.35,23.629999,20.422667,451990
2/21/2002,24.084999,24.25,23.5,23.665001,20.452909,339290
2/22/2002,23.805,24.84,23.799999,24.690001,21.338789,1196420
2/25/2002,25.5,25.5,24.004999,24.254999,20.962831,891320
2/26/2002,24.120001,24.58,23.41,23.620001,20.414019,1076780
2/27/2002,23.6,24.094999,23.309999,23.690001,20.47452,897960
2/28/2002,23.91,24.49,22.9,23.360001,20.189306,1707600
3/1/2002,23.200001,23.9,23.1,23.65,20.439949,585190
3/4/2002,24.075001,24.075001,23.1,23.620001,20.414019,580750
3/5/2002,23.41,23.99,23.41,23.705,20.48748,1567030
3/6/2002,23.6,24.1,23.405001,23.514999,20.323277,442400
3/7/2002,23.57,24,23.530001,23.665001,20.452909,659580
3/8/2002,23.735001,23.85,23.129999,23.445,20.262775,1024270
3/11/2002,23.309999,23.690001,23.16,23.275,20.115849,261140
3/12/2002,22.91,23.299999,22.91,23.075001,19.942997,768300
3/13/2002,22.924999,23.5,22.92,23.475,20.288698,866550
3/14/2002,23.59,23.594999,23.225,23.485001,20.297344,406950
3/15/2002,23.495001,23.6,23.355,23.495001,20.305984,335430
3/18/2002,23.799999,24,23.209999,23.93,20.68195,426940
3/19/2002,23.799999,23.9,23.41,23.540001,20.344887,359710
3/20/2002,23.209999,23.700001,23.209999,23.504999,20.314629,331540
3/21/2002,23.440001,23.68,23.254999,23.379999,20.206596,220720
3/22/2002,23.6,23.700001,23.245001,23.379999,20.206596,455570
3/25/2002,23.379999,23.379999,23.379999,23.379999,20.206596,0
3/26/2002,23.26,23.385,22.940001,23.035,19.908426,340250
3/27/2002,22.855,24.139999,22.855,23.85,20.612801,428270
3/28/2002,23.709999,23.9,23.549999,23.66,20.448589,625030
3/29/2002,23.66,23.66,23.66,23.66,20.448589,0
4/1/2002,24.15,24.15,23.025,23.365,20.193628,835090
4/2/2002,23.58,23.65,23.325001,23.485001,20.297344,1123070
4/3/2002,23.305,23.389999,22.440001,22.844999,19.744211,1283570
4/4/2002,22.85,23.200001,22.465,22.51,19.454683,659120
4/5/2002,23.875,23.875,22.415001,22.485001,19.433079,500420
4/8/2002,22.85,22.85,22.450001,22.51,19.454683,238280
4/9/2002,22.65,22.799999,22.525,22.605,19.536789,220230
4/10/2002,22.875,23,22.475,22.695,19.614574,161440
4/11/2002,22.620001,22.65,22.280001,22.395,19.355295,2012940
4/12/2002,22.4,22.4,22.24,22.32,19.290472,352850
4/15/2002,22.700001,22.9,22.059999,22.15,19.143547,2815170
4/16/2002,22.5,23,22.01,22.395,19.355295,775200
4/17/2002,22.795,22.795,22.33,22.504999,19.450359,301500
4/18/2002,22.5,22.9,22.370001,22.725,19.640499,1019510
4/19/2002,22.98,23.200001,22.42,22.645,19.57136,801040
4/22/2002,22.299999,22.84,21.975,22.174999,19.165154,1423060
4/23/2002,22.4,22.9,22.35,22.475,19.424435,579490
4/24/2002,22.68,22.68,22.4,22.495001,19.441721,261100
4/25/2002,22.309999,22.459999,22.025,22.23,19.212688,1264990
4/26/2002,22.395,22.5,22.215,22.424999,19.381224,764800
4/29/2002,22.120001,22.264999,21.860001,21.98,18.996622,1647890
4/30/2002,22.1,22.1,21.85,21.959999,18.979332,763410
5/1/2002,21.959999,21.959999,21.959999,21.959999,18.979332,0
5/2/2002,22.045,22.1,21.66,21.83,18.866982,1154110
5/3/2002,21.9,22,21.559999,21.65,18.711411,1309480
5/6/2002,21.700001,21.815001,21.65,21.77,18.815126,682950
5/7/2002,22.075001,22.135,21.655001,22.035,19.26539,657210
5/8/2002,22.200001,22.209999,21.9,22.115,19.335335,965660
5/9/2002,22.200001,22.27,22.049999,22.190001,19.400909,1138700
5/10/2002,22.025,22.295,22,22.184999,19.396544,738780
5/13/2002,21.51,22.200001,21.51,21.940001,19.182337,210430
5/14/2002,21.9,22.195,21.879999,22.030001,19.261019,221870
5/15/2002,22.200001,22.299999,22.1,22.184999,19.396544,1055450
5/16/2002,21.129999,22.25,21.129999,21.655001,18.933157,1593000
5/17/2002,22.110001,22.110001,21.605,21.905001,19.151731,919960
5/20/2002,20.055,21.85,20.055,21.690001,18.963755,271630
5/21/2002,21.200001,23.120001,21.200001,22.360001,19.549543,757710
5/22/2002,21.9,22,21.615,21.834999,19.090528,716930
5/23/2002,21.5,21.889999,21.315001,21.42,18.727695,475950
5/24/2002,21.6,21.950001,21.459999,21.799999,19.059929,537290
5/27/2002,23,23,21.459999,21.98,19.217304,206280
5/28/2002,21.98,22.389999,21.9,22.215,19.422768,351320
5/29/2002,22.055,22.35,21.950001,22.139999,19.357193,905850
5/30/2002,21.9,22.5,21.875,22.25,19.453367,1394730
5/31/2002,22.299999,23.225,22.15,22.940001,20.056646,1766170
6/3/2002,23.1,23.5,22.6,22.844999,19.973581,524250
6/4/2002,22.6,23.145,22.120001,22.485001,19.658836,381060
6/5/2002,22.504999,22.504999,21.815001,22.34,19.532057,1266100
6/6/2002,22.01,22.5,21.799999,22.219999,19.427139,1351200
6/7/2002,22.299999,22.299999,21.620001,21.715,18.985611,1085350
6/10/2002,22.15,22.15,21.870001,21.99,19.226046,641290
6/11/2002,22.5,22.6,21.865,22.065001,19.291626,368090
6/12/2002,22.280001,22.280001,21.865,21.99,19.226046,637800
6/13/2002,21.915001,22.09,21.855,21.99,19.226046,816730
6/14/2002,22,22.075001,21.9,21.985001,19.22168,395060
6/17/2002,22,22,21.860001,21.9,19.147354,1439530
6/18/2002,22.040001,22.1,21.805,21.855,19.108017,386600
6/19/2002,21.799999,21.995001,21.799999,21.870001,19.121132,332520
6/20/2002,21.9,22.174999,21.635,21.84,19.094906,463630
6/21/2002,21.855,22.17,21.700001,21.950001,19.191076,222110
6/24/2002,21.799999,21.799999,21.360001,21.459999,18.762667,1199950
6/25/2002,21.5,21.745001,21.299999,21.33,18.649004,695650
6/26/2002,21.5,21.5,21.35,21.434999,18.740808,136920
6/27/2002,21.405001,21.5,20.58,20.655001,18.058847,1166000
6/28/2002,20.995001,21.030001,19.975,20.155001,17.621693,2027720
7/1/2002,20,21.34,20,21.18,18.51786,1737470
7/2/2002,21.299999,21.299999,20.815001,20.965,18.329887,911400
7/3/2002,21,21,20.799999,20.985001,18.347366,382260
7/4/2002,21.030001,21.844999,20.834999,21.735001,19.003098,1154400
7/5/2002,21.844999,21.844999,21.1,21.34,18.657749,466380
7/8/2002,21.174999,21.6,20.879999,20.969999,18.334255,663400
7/9/2002,21.23,21.35,20.799999,20.969999,18.334255,868580
7/10/2002,21,21.1,20.865,21.030001,18.386709,1282220
7/11/2002,21.1,21.1,20.85,21.014999,18.373598,491480
7/12/2002,21.1,21.1,20.905001,20.995001,18.356113,184840
7/15/2002,20.950001,21.094999,20.92,21.004999,18.364855,338780
7/16/2002,21.02,21.200001,20.655001,21.07,18.421684,647180
7/17/2002,21.025,21.045,20.77,20.99,18.35174,754790
7/18/2002,21.264999,21.360001,20.92,21.07,18.421684,366520
7/19/2002,20.924999,21.495001,20.9,21.415001,18.723322,961700
7/22/2002,21.9,21.9,21.125,21.485001,18.784523,2173830
7/23/2002,21.700001,21.91,21.309999,21.48,18.780151,1122410
7/24/2002,21.545,21.545,20.9,21.105,18.452284,404710
7/25/2002,21.299999,21.299999,21.030001,21.275,18.600918,343610
7/26/2002,21.190001,21.395,20.93,21.1,18.447912,737140
7/29/2002,20.950001,21.450001,20.950001,21.23,18.561573,447790
7/30/2002,21.215,21.25,20.965,21.014999,18.373598,454390
7/31/2002,21,21.4,20.93,21.275,18.600918,567050
8/1/2002,21.395,21.4,20.75,21.084999,18.434799,501230
8/2/2002,21,21.045,20.834999,21,18.360483,189240
8/5/2002,21.290001,21.290001,20.959999,21,18.360483,220370
8/6/2002,21.01,21.174999,20.924999,21.09,18.439175,259550
8/7/2002,21.01,21.1,20.99,21.025,18.382341,327940
8/8/2002,20.915001,21.07,20.85,20.940001,18.308025,378120
8/9/2002,20.809999,21.02,20.809999,21,18.360483,770510
8/12/2002,20.879999,21.049999,20.875,20.98,18.342995,504220
8/13/2002,21,21.5,20.905001,21.15,18.491634,320290
8/14/2002,21.01,21.275,20.735001,20.83,18.211855,234870
8/15/2002,20.83,20.83,20.83,20.83,18.211855,0
8/16/2002,20.92,21.18,20.825001,21.030001,18.386709,682720
8/19/2002,21.049999,21.195,20.950001,21.1,18.447912,493300
8/20/2002,21.200001,21.200001,20.975,21.155001,18.496006,385720
8/21/2002,21,21.049999,20.809999,20.940001,18.308025,1342600
8/22/2002,21,21.1,20.700001,20.895,18.268684,444430
8/23/2002,20.725,21.02,20.725,20.950001,18.316769,570580
8/26/2002,21.129999,21.129999,20.799999,21.040001,18.395458,317300
8/27/2002,21.049999,21.049999,20.9,20.985001,18.347366,169770
8/28/2002,20.9,21.139999,20.879999,20.985001,18.347366,191620
8/29/2002,20.924999,21.125,20.834999,21.059999,18.412945,228160
8/30/2002,20.975,21.15,20.905001,20.955,18.321138,1698900
9/2/2002,21.09,21.1,20.965,20.99,18.35174,180450
9/3/2002,21.08,21.1,20.9,21,18.360483,195620
9/4/2002,21.014999,21.34,20.9,21.285,18.609661,330340
9/5/2002,21.200001,21.395,21.025,21.190001,18.5266,357710
9/6/2002,21.200001,21.219999,21.030001,21.065001,18.417316,224390
9/9/2002,21,21.1,20.879999,21.004999,18.364855,192770
9/10/2002,21.004999,21.004999,21.004999,21.004999,18.364855,0
9/11/2002,21,21.290001,20.950001,21.26,18.587803,327200
9/12/2002,21.200001,21.459999,21.049999,21.34,18.657749,291080
9/13/2002,21.075001,21.52,21.075001,21.475,18.77578,404850
9/16/2002,21.280001,21.700001,21.280001,21.59,18.876324,291240
9/17/2002,21.42,22.375,21.42,22.264999,19.466484,651120
9/18/2002,22.105,22.6,22,22.485001,19.658836,1103820
9/19/2002,22.469999,22.469999,22,22.01,19.243532,369950
9/20/2002,22,22.195,21.799999,22.01,19.243532,171980
9/23/2002,22,22.1,21.91,21.99,19.226046,962440
